Aufbereitete Datenbasis,,,,,,,,,
,,,,,,,,,
Stand: 01.06.2026,," Ä 195,614.00 ",,,,,"56,972",,
CONDOR,07.01.26,,20307,CONDOR,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
CONDOR,07.01.26,,20307,CONDOR,35128,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
CONDOR,07.01.26,,20307,CONDOR,51612,struktural akryl,24,Mensuri, Ä 0.06 
DURGUTI 3,07.01.26, Ä 143.40 ,20313,DURGUTI 3,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
DURGUTI 3,07.01.26,,20313,DURGUTI 3,66701,PROFIMONT EXTREME,12,Mensuri, Ä 0.20 
DURGUTI 3,07.01.26,,20313,DURGUTI 3,51612,struktural akryl,12,Mensuri, Ä 0.06 
BEREQETI,07.01.26, Ä 73.80 ,20321,BEREQETI,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BEREQETI,07.01.26,,20321,BEREQETI,51612,struktural akryl,12,Mensuri, Ä 0.06 
AGRO-FARM,07.01.26, Ä 142.20 ,20304,AGRO-FARM,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
AGRO-FARM,07.01.26,,20304,AGRO-FARM,37112,M ONE BLACK,240,Mensuri, Ä 0.05 
NITA 3,07.01.26, Ä 92.40 ,20303,NITA 3,35108,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
NITA 3,07.01.26,,20303,NITA 3,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
FITIMI,07.01.26, Ä 92.40 ,20306,FITIMI,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
FITIMI,07.01.26,,20306,FITIMI,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
SHEHU-A,07.01.26, Ä 69.20 ,20317,SHEHU-A,50912,DICHTUNG,6,Mensuri, Ä 0.20 
SHEHU-A,07.01.26,,20317,SHEHU-A,49644,beMAKER Rostlîser,6,Mensuri, Ä 0.20 
SHEHU-A,07.01.26,,20317,SHEHU-A,55718,M ONE MOTORSTART,4,Mensuri, Ä 0.20 
UNIVERZAL,08.01.26, Ä 46.20 ,10413,UNIVERZAL,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
EURO COM,08.01.26, Ä 56.20 ,10430,EURO COM,54412,beMAKER Bremsen&Teile Reininger,5,Qerimi, Ä 0.20 
EURO COM,08.01.26,,10430,EURO COM,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ENISI - H,08.01.26, Ä 46.20 ,10428,ENISI - H,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
VISARI HH,08.01.26, Ä 92.40 ,10412,VISARI HH,35112,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
VISARI HH,08.01.26,,10412,VISARI HH,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
AGRONI,08.01.26, Ä 63.50 ,10406,AGRONI,50912,DICHTUNG,5,Qerimi, Ä 0.20 
AGRONI,08.01.26,,10406,AGRONI,49644,beMAKER Rostlîser,5,Qerimi, Ä 0.20 
AGRONI,08.01.26,,10406,AGRONI,44001,Fettspray,5,Qerimi, Ä 0.20 
CARRALEVA 2,09.01.26, Ä 46.20 ,10508,CARRALEVA 2,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
LONI,09.01.26, Ä 68.50 ,10509,LONI,50912,DICHTUNG,5,Qerimi, Ä 0.20 
LONI,09.01.26,,10509,LONI,56117,M ONE UBS,3,Qerimi, Ä 0.20 
LONI,09.01.26,,10509,LONI,49644,beMAKER Rostlîser,5,Qerimi, Ä 0.20 
LONI,09.01.26,,10509,LONI,44001,Fettspray,3,Qerimi, Ä 0.20 
CARRALEVA 1,09.01.26, Ä 120.00 ,10504,CARRALEVA 1,35109,M-ONE Sanitar Silikon,24,Qerimi, Ä 0.17 
CARRALEVA 1,09.01.26,,10504,CARRALEVA 1,51612,struktural akryl,12,Qerimi, Ä 0.06 
REAL COLOR 2,09.01.26, Ä 92.40 ,10507,REAL COLOR 2,35112,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
REAL COLOR 2,09.01.26,,10507,REAL COLOR 2,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ARDI LIPJAN,09.01.26, Ä 99.50 ,10529,ARDI LIPJAN,50912,DICHTUNG,10,Qerimi, Ä 0.20 
ARDI LIPJAN,09.01.26,,10529,ARDI LIPJAN,49644,beMAKER Rostlîser,5,Qerimi, Ä 0.20 
ARDI LIPJAN,09.01.26,,10529,ARDI LIPJAN,55718,M ONE MOTORSTART,5,Qerimi, Ä 0.20 
RACI,09.01.26, Ä 162.00 ,20501,RACI,66701,PROFIMONT EXTREME,12,Mensuri, Ä 0.20 
RACI,09.01.26,,20501,RACI,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
RACI,09.01.26,,20501,RACI,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
HOXHA,09.01.26, Ä 73.80 ,20502,HOXHA,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
HOXHA,09.01.26,,20502,HOXHA,51612,struktural akryl,12,Mensuri, Ä 0.06 
LIRIDONA KLINE,09.01.26, Ä 92.40 ,20511,LIRIDONA KLINE,35109,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
BERATI A.P. (1),09.01.26, Ä 106.40 ,20513,BERATI A.P. (1),50912,DICHTUNG,12,Mensuri, Ä 0.20 
BERATI A.P. (1),09.01.26,,20513,BERATI A.P. (1),56117,M ONE UBS,5,Mensuri, Ä 0.20 
BENI,09.01.26, Ä 58.00 ,20409,BENI,55718,M ONE MOTORSTART,12,Mensuri, Ä 0.20 
BENI,09.01.26,,20409,BENI,50912,DICHTUNG,2,Mensuri, Ä 0.20 
MEGI,09.01.26, Ä 45.00 ,20406,MEGI,49644,beMAKER Rostlîser,12,Mensuri, Ä 0.20 
MEGI,09.01.26,,20406,MEGI,55718,M ONE MOTORSTART,6,Mensuri, Ä 0.20 
ALBANI,10.01.26, Ä 92.40 ,10636,#N/A,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ALBANI,10.01.26,,10636,#N/A,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
SABITI,10.01.26, Ä 31.00 ,10605,SABITI,54412,beMAKER Bremsen&Teile Reininger,5,Qerimi, Ä 0.20 
SABITI,10.01.26,,10605,SABITI,44001,Fettspray,6,Qerimi, Ä 0.20 
KUJTA,10.01.26, Ä 138.60 ,10625,KUJTA,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KUJTA,10.01.26,,10625,KUJTA,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KUJTA,10.01.26,,10625,KUJTA,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BECOLOR,10.01.26, Ä 28.50 ,10619,BECOLOR,56117,M ONE UBS,3,Qerimi, Ä 0.20 
BECOLOR,10.01.26,,10619,BECOLOR,38136,M ONE KLARLACK,3,Qerimi, Ä 0.15 
BECOLOR,10.01.26,,10619,BECOLOR,49644,beMAKER Rostlîser,6,Qerimi, Ä 0.20 
TE LUTA,10.01.26, Ä 46.20 ,10617,TE LUTA,35115,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
AGROLONDI,10.01.26, Ä 92.40 ,20602,AGROLONDI,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
AGROLONDI,10.01.26,,20602,AGROLONDI,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LTI,10.01.26, Ä 92.40 ,20623,LTI,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LTI,10.01.26,,20623,LTI,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
ILIRI QERAMIKA,10.01.26, Ä 120.00 ,20622,ILIRI QERAMIKA,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
ILIRI QERAMIKA,10.01.26,,20622,ILIRI QERAMIKA,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
ILIRI QERAMIKA,10.01.26,,20622,ILIRI QERAMIKA,51612,struktural akryl,12,Mensuri, Ä 0.06 
ALMIRI QERAMIKA,10.01.26, Ä 92.40 ,20631,ALMIRI QERAMIKA,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
ALMIRI QERAMIKA,10.01.26,,20631,ALMIRI QERAMIKA,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
UNIKA,10.01.26, Ä 138.60 ,20627,UNIKA,35112,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
UNIKA,10.01.26,,20627,UNIKA,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
UNIKA,10.01.26,,20627,UNIKA,35115,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE-SYLA,10.01.26, Ä 121.20 ,20606,TE-SYLA,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE-SYLA,10.01.26,,20606,TE-SYLA,50912,DICHTUNG,6,Mensuri, Ä 0.20 
TE-SYLA,10.01.26,,20606,TE-SYLA,55718,M ONE MOTORSTART,6,Mensuri, Ä 0.20 
TE-SYLA,10.01.26,,20606,TE-SYLA,31903,M ONE CHROM SPRAY,6,Mensuri, Ä 0.15 
F.V. SH.P.K. ,10.01.26, Ä 154.60 ,20607,F.V. SH.P.K. ,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
F.V. SH.P.K. ,10.01.26,,20607,F.V. SH.P.K. ,35115,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
F.V. SH.P.K. ,10.01.26,,20607,F.V. SH.P.K. ,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
F.V. SH.P.K. ,10.01.26,,20607,F.V. SH.P.K. ,49644,beMAKER Rostlîser,8,Mensuri, Ä 0.20 
LONI,10.01.26, Ä 92.40 ,20608,LONI,35115,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LONI,10.01.26,,20608,LONI,35121,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BULONI - SH,10.01.26, Ä 92.40 ,20624,BULONI - SH,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BULONI - SH,10.01.26,,20624,BULONI - SH,35125,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
ARSIM,12.01.26, Ä 46.20 ,10105,ARSIM,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KADIJOLLET,12.01.26, Ä 117.40 ,10111,KADIJOLLET,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KADIJOLLET,12.01.26,,10111,KADIJOLLET,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KADIJOLLET,12.01.26,,10111,KADIJOLLET,51611,universal akryl,12,Qerimi, Ä 0.06 
KADIJOLLET,12.01.26,,10111,KADIJOLLET,26736,M ONE HAFTGRUND,5,Qerimi, Ä 0.15 
QELA,12.01.26, Ä 43.90 ,10114,QELA,50912,DICHTUNG,2,Qerimi, Ä 0.20 
QELA,12.01.26,,10114,QELA,55718,M ONE MOTORSTART,5,Qerimi, Ä 0.20 
QELA,12.01.26,,10114,QELA,49644,beMAKER Rostlîser,6,Qerimi, Ä 0.20 
BESI COM,12.01.26, Ä 92.40 ,10103,BESI COM,35119,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BESI COM,12.01.26,,10103,BESI COM,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
KENA COMERC,12.01.26, Ä 107.40 ,20109,KENA COMERC,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
KENA COMERC,12.01.26,,20109,KENA COMERC,35128,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
KENA COMERC,12.01.26,,20109,KENA COMERC,51611,universal akryl,12,Mensuri, Ä 0.06 
TECOL 2,12.01.26, Ä 38.00 ,20111,TECOL 2,38136,M ONE KLARLACK,12,Mensuri, Ä 0.15 
TECOL 2,12.01.26,,20111,TECOL 2,54412,beMAKER Bremsen&Teile Reininger,7,Mensuri, Ä 0.20 
TECOL 2,12.01.26,,20111,TECOL 2,39505,M ONE SILIKON SPRAY,2,Mensuri, Ä 0.20 
LULI-C,12.01.26, Ä 184.80 ,20126,LULI-C,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LULI-C,12.01.26,,20126,LULI-C,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LULI-C,12.01.26,,20126,LULI-C,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LULI-C,12.01.26,,20126,LULI-C,35125,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
CAMA BAU,12.01.26, Ä 162.00 ,20121,CAMA BAU,66701,PROFIMONT EXTREME,12,Mensuri, Ä 0.20 
CAMA BAU,12.01.26,,20121,CAMA BAU,35108,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
CAMA BAU,12.01.26,,20121,CAMA BAU,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TERMO PROJEKT,12.01.26, Ä 92.40 ,20127,TERMO PROJEKT,35110,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
KTHIMI,12.01.26, Ä 92.40 ,20104,KTHIMI,35113,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
FORD BASHKIMI,12.01.26, Ä 26.50 ,40002,FORD BASHKIMI,54412,beMAKER Bremsen&Teile Reininger,12,0, Ä 0.20 
FORD BASHKIMI,12.01.26,,40002,FORD BASHKIMI,49644,beMAKER Rostlîser,1,0, Ä 0.20 
ARSIMI,13.01.26, Ä 184.80 ,10258,ARSIMI,35109,M-ONE Sanitar Silikon,48,Qerimi, Ä 0.17 
MONI 2,13.01.26, Ä 92.40 ,10210,MONI 2,35115,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
MONI 2,13.01.26,,10210,MONI 2,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
XHAFA,13.01.26, Ä 73.80 ,10205,XHAFA,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
XHAFA,13.01.26,,10205,XHAFA,51612,struktural akryl,12,Qerimi, Ä 0.06 
BEK TRADE,13.01.26, Ä 184.80 ,10245,BEK TRADE,35109,M-ONE Sanitar Silikon,24,Qerimi, Ä 0.17 
BEK TRADE,13.01.26,,10245,BEK TRADE,35115,M-ONE Sanitar Silikon,24,Qerimi, Ä 0.17 
AB SHPK,13.01.26, Ä 27.60 ,10241,AB SHPK,51612,struktural akryl,12,Qerimi, Ä 0.06 
ARPO,13.01.26, Ä 120.00 ,10240,ARPO,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ARPO,13.01.26,,10240,ARPO,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ARPO,13.01.26,,10240,ARPO,51612,struktural akryl,12,Qerimi, Ä 0.06 
TE BESNIKU,13.01.26, Ä 46.20 ,10201,TE BESNIKU,35114,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
TANI,13.01.26, Ä 92.40 ,20224,TANI,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TANI,13.01.26,,20224,TANI,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LETAJ,13.01.26, Ä 138.60 ,20209,LETAJ,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LETAJ,13.01.26,,20209,LETAJ,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
LETAJ,13.01.26,,20209,LETAJ,35112,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
INOX 1,13.01.26, Ä 73.80 ,20211,INOX 1,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
INOX 1,13.01.26,,20211,INOX 1,51612,struktural akryl,12,Mensuri, Ä 0.06 
AFRIMI-AG,13.01.26, Ä 138.60 ,20203,AFRIMI-AG,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
AFRIMI-AG,13.01.26,,20203,AFRIMI-AG,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
AFRIMI-AG,13.01.26,,20203,AFRIMI-AG,35125,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE BESIMI,13.01.26, Ä 169.60 ,20201,TE BESIMI,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE BESIMI,13.01.26,,20201,TE BESIMI,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE BESIMI,13.01.26,,20201,TE BESIMI,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
TE BESIMI,13.01.26,,20201,TE BESIMI,51611,universal akryl,12,Mensuri, Ä 0.06 
TE BESIMI,13.01.26,,20201,TE BESIMI,50912,DICHTUNG,2,Mensuri, Ä 0.20 
LULI-C,13.01.26, Ä 45.00 ,20126,LULI-C,39505,M ONE SILIKON SPRAY,15,Mensuri, Ä 0.20 
CAMA BAU,13.01.26, Ä 47.50 ,20121,CAMA BAU,12000,BAU CLEAN,5,Mensuri, Ä 0.50 
CAMA BAU,13.01.26,,20121,CAMA BAU,12001,BAU CLEAN,5,Mensuri, Ä 0.30 
ARBENI BIOBLIC,13.01.26, Ä 249.00 ,40003,ARBENI BIOBLIC,20001,BioBlic Universalreiniger,140,0, Ä 0.30 
ARBENI BIOBLIC,13.01.26,,40003,ARBENI BIOBLIC,30275,Blic Blic SanitÑrreiniger,60,0, Ä 0.30 
ERALP,14.01.26, Ä 46.20 ,10308,ERALP,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BEKA-3,14.01.26, Ä 36.00 ,10323,BEKA-3,50912,DICHTUNG,5,Qerimi, Ä 0.20 
GLOBAL NT,14.01.26, Ä 46.20 ,10357,GLOBAL NT,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
IBAK,14.01.26, Ä 46.20 ,10340,IBAK,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
MIRSADI,14.01.26, Ä 184.80 ,10366,MIRSADI,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
MIRSADI,14.01.26,,10366,MIRSADI,35112,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
MIRSADI,14.01.26,,10366,MIRSADI,35121,M-ONE Sanitar Silikon,24,Qerimi, Ä 0.17 
GLOBAL NT,14.01.26, Ä 135.00 ,10360,#N/A,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GLOBAL NT,14.01.26,,10360,#N/A,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GLOBAL NT,14.01.26,,10360,#N/A,51612,struktural akryl,12,Qerimi, Ä 0.06 
GLOBAL NT,14.01.26,,10360,#N/A,51611,universal akryl,12,Qerimi, Ä 0.06 
SMIRA,14.01.26, Ä 46.20 ,10352,SMIRA,35109,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BEKA-1,14.01.26, Ä 16.00 ,10303,BEKA-1,56117,M ONE UBS,4,Qerimi, Ä 0.20 
DARDANIA,14.01.26, Ä 46.20 ,10332,DARDANIA,35125,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BAU HOME,14.01.26, Ä 46.20 ,20324,BAU HOME,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
CONDOR,14.01.26, Ä 299.00 ,20307,CONDOR,35111,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
CONDOR,14.01.26,,20307,CONDOR,35112,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
CONDOR,14.01.26,,20307,CONDOR,66701,PROFIMONT EXTREME,12,Mensuri, Ä 0.20 
CONDOR,14.01.26,,20307,CONDOR,51612,struktural akryl,36,Mensuri, Ä 0.06 
CONDOR,14.01.26,,20307,CONDOR,49644,beMAKER Rostlîser,4,Mensuri, Ä 0.20 
HAZROLLI,14.01.26, Ä 73.80 ,20301,HAZROLLI,35112,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
HAZROLLI,14.01.26,,20301,HAZROLLI,51612,struktural akryl,12,Mensuri, Ä 0.06 
BARDHI-M,14.01.26, Ä 277.20 ,20331,BARDHI-M,35121,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
BARDHI-M,14.01.26,,20331,BARDHI-M,35110,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BARDHI-M,14.01.26,,20331,BARDHI-M,35111,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BARDHI-M,14.01.26,,20331,BARDHI-M,35113,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BARDHI-M,14.01.26,,20331,BARDHI-M,35115,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BEREQETI,14.01.26, Ä 138.60 ,20321,BEREQETI,35109,M-ONE Sanitar Silikon,12,Mensuri, Ä 0.17 
BEREQETI,14.01.26,,20321,BEREQETI,35121,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
AGRO-FARM,14.01.26, Ä 136.00 ,20304,AGRO-FARM,37112,M ONE BLACK,240,Mensuri, Ä 0.05 
AGRO-FARM,14.01.26,,20304,AGRO-FARM,50912,DICHTUNG,5,Mensuri, Ä 0.20 
DURGUTI 3,14.01.26, Ä 42.60 ,20313,DURGUTI 3,51611,universal akryl,12,Mensuri, Ä 0.06 
DURGUTI 3,14.01.26,,20313,DURGUTI 3,51612,struktural akryl,12,Mensuri, Ä 0.06 
SHEHU-A,14.01.26, Ä 26.50 ,20317,SHEHU-A,39505,M ONE SILIKON SPRAY,3,Mensuri, Ä 0.20 
SHEHU-A,14.01.26,,20317,SHEHU-A,44001,Fettspray,5,Mensuri, Ä 0.20 
URA,14.01.26, Ä 107.40 ,20314,URA,35110,M-ONE Sanitar Silikon,24,Mensuri, Ä 0.17 
URA,14.01.26,,20314,URA,51611,universal akryl,12,Mensuri, Ä 0.06 
ARBENI BIOBLIC,14.01.26, Ä 158.00 ,40003,ARBENI BIOBLIC,20001,BioBlic Universalreiniger,80,0, Ä 0.30 
ARBENI BIOBLIC,14.01.26,,40003,ARBENI BIOBLIC,30275,Blic Blic SanitÑrreiniger,50,0, Ä 0.30 
NDRIQIMI,15.01.26, Ä 231.00 ,10418,NDRIQIMI,35110,M-ONE Sanitar Silikon,48,Qerimi, Ä 0.17 
NDRIQIMI,15.01.26,,10418,NDRIQIMI,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GRANITI,15.01.26, Ä 92.40 ,10410,GRANITI,35112,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
GRANITI,15.01.26,,10410,GRANITI,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
AGRONI,15.01.26, Ä 51.10 ,10406,AGRONI,55718,M ONE MOTORSTART,3,Qerimi, Ä 0.20 
AGRONI,15.01.26,,10406,AGRONI,50912,DICHTUNG,3,Qerimi, Ä 0.20 
AGRONI,15.01.26,,10406,AGRONI,56117,M ONE UBS,3,Qerimi, Ä 0.20 
AGRONI,15.01.26,,10406,AGRONI,44001,Fettspray,2,Qerimi, Ä 0.20 
UNIVERZAL,15.01.26, Ä 92.40 ,10413,UNIVERZAL,35112,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
UNIVERZAL,15.01.26,,10413,UNIVERZAL,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
BEKA,16.01.26, Ä 46.20 ,10539,BEKA,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
CARRALEVA 1,16.01.26, Ä 92.40 ,10504,CARRALEVA 1,35112,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
CARRALEVA 1,16.01.26,,10504,CARRALEVA 1,35128,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
LONI,16.01.26, Ä 86.40 ,10509,LONI,50912,DICHTUNG,12,Qerimi, Ä 0.20 
LITA,16.01.26, Ä 46.20 ,10542,LITA,35111,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
REAL COLOR 2,16.01.26, Ä 138.60 ,10507,REAL COLOR 2,35115,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
REAL COLOR 2,16.01.26,,10507,REAL COLOR 2,35108,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
REAL COLOR 2,16.01.26,,10507,REAL COLOR 2,35121,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
CARRALEVA 2,16.01.26, Ä 92.40 ,10508,CARRALEVA 2,35110,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
CARRALEVA 2,16.01.26,,10508,CARRALEVA 2,35114,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
ALBANI,17.01.26, Ä 46.20 ,10635,#N/A,35113,M-ONE Sanitar Silikon,12,Qerimi, Ä 0.17 
